LOS;;;NLOS;;;;;;;;;;;;LOS;;;NLOS;;;;;;;;;;;
2.003;4.0118;8.0006;2.0246;4.055;8.0186;;0.003;0.0118;0.0006;0.0246;0.055;0.0186;;;-1.2;3.4;4.3;-5.4;-6.4;-6.4;;1.2;3.4;1.3;-2.4;-4.4;5.4;;-5.3
2.003;4.0046;8.0168;2.0084;3.965;8.0492;;0.003;0.0046;0.0168;0.0084;0.035;0.0492;;;3.1;3.2;3.2;3.2;-3.2;3.6;;-2.1;-3.2;2.2;-3.2;-3.2;3.6;;-3.7
1.985;4.0118;7.9826;2.0228;4.0262;8.0474;;0.015;0.0118;0.0174;0.0228;0.0262;0.0474;;;-2.3;-5.3;1.5;-5.2;1.5;-4.3;;1.3;3.3;1.5;3.2;1.5;-4.3;;-3.7
1.9922;4.0334;7.988;2.0552;4.01;8.015;;0.0078;0.0334;0.012;0.0552;0.01;0.015;;;1.3;3.1;4.7;3.7;0.5;5.3;;3.3;1.1;4.7;3.7;2.5;5.3;;-3.7
1.9994;4.0262;7.9736;2.0372;4.0154;8.0492;;0.0006;0.0262;0.0264;0.0372;0.0154;0.0492;;;-4.1;2.1;-6.4;8.1;1.8;-2.5;;-1.1;2.1;3.4;-4.1;-1.8;-2.5;;-3.2
